epoch,loss,accuracy,precision,recall,f1
61,1.3117513384137836,0.52734375,0.5234919886189103,0.52734375,0.5236702139855641
62,1.3113153270312718,0.5330357142857143,0.5287927433190132,0.5330357142857143,0.5289470449520219
63,1.270969533920288,0.5495535714285714,0.5471249041025955,0.5495535714285714,0.5472428292041173
64,1.2744468552725656,0.5424107142857143,0.538413315906488,0.5424107142857143,0.5390914890417448
65,1.2795737453869411,0.5443080357142858,0.540495373281917,0.5443080357142858,0.5413497027012294
66,1.2501941425459726,0.5547991071428572,0.5518403155039876,0.5547991071428572,0.5518999227303284
67,1.2894062331744602,0.5458705357142857,0.5424745077876479,0.5458705357142857,0.5426666889557294
68,1.2466359683445523,0.5619419642857143,0.5599376928585843,0.5619419642857143,0.5598475195424623
69,1.2552484222820828,0.5550223214285714,0.5532207407724632,0.5550223214285714,0.5528064304968578
70,1.2441886135510036,0.5609375,0.557653830183563,0.5609375,0.5583067680614715
71,1.2296153920037405,0.56015625,0.5576097236419905,0.56015625,0.558262288747674
72,1.2259003298623221,0.5645089285714285,0.5624704753965261,0.5645089285714285,0.5624145747532486
73,1.2222406949315752,0.5689732142857142,0.5656798851671548,0.5689732142857142,0.5666788018273521
74,1.2239281569208418,0.5621651785714286,0.5594762858155019,0.5621651785714286,0.5594006711519133
75,1.2010136587279183,0.5796875,0.5784177516440656,0.5796875,0.5784849729165369
76,1.203547076668058,0.5770089285714286,0.5752478605243803,0.5770089285714286,0.5750209020565754
77,1.1858410750116621,0.5790178571428571,0.5778269270532405,0.5790178571428571,0.5778325258725889
78,1.1897399646895273,0.5747767857142857,0.5732797837467887,0.5747767857142857,0.5732551415295645
79,1.1669285237789153,0.5845982142857142,0.5830748860028412,0.5845982142857142,0.5832970984091775
80,1.1673719908509936,0.5900669642857143,0.5889667179597063,0.5900669642857143,0.5887130241470878
81,1.1663946219852992,0.5889508928571429,0.5873960730398912,0.5889508928571429,0.5875905538049987
82,1.1686733220304761,0.58515625,0.5839117392799106,0.58515625,0.5836620336040678
83,1.1570009691374643,0.5902901785714286,0.5901913122113058,0.5902901785714286,0.589324938906001
84,1.1418048892702375,0.5955357142857143,0.594543776965802,0.5955357142857143,0.5944184505691023
85,1.1280497482844762,0.6012276785714286,0.6002902927016893,0.6012276785714286,0.6001153026552273
86,1.1487614333629608,0.5935267857142857,0.5924214945595286,0.5935267857142857,0.592447132263914
87,1.142824214696884,0.5993303571428571,0.5982025662007585,0.5993303571428571,0.5982436000907358
88,1.1472595598016466,0.5885044642857142,0.5879869550932232,0.5885044642857142,0.5876286492790428
89,1.1185088889939445,0.6066964285714286,0.6060320912713664,0.6066964285714286,0.6055856436045657
90,1.1211394795349665,0.6022321428571429,0.6018419460199463,0.6022321428571429,0.6015174086745513
91,1.0978952016149248,0.6119419642857142,0.611488706769075,0.6119419642857142,0.6113194999345802
92,1.0823278537818364,0.6222098214285714,0.6213972533736664,0.6222098214285714,0.6211734768875842
93,1.1050043412617274,0.6099330357142857,0.6095090710243369,0.6099330357142857,0.6093524055724082
94,1.0818433821201325,0.6205357142857143,0.6208371823632347,0.6205357142857143,0.6202533082286228
95,1.0748251080513,0.6170758928571428,0.6171681390677082,0.6170758928571428,0.6165967736783626
96,1.0804526925086975,0.6165178571428571,0.6157235359323168,0.6165178571428571,0.6156538379595814
97,1.0684280872344971,0.6220982142857143,0.6223062513655566,0.6220982142857143,0.6215296605297219
98,1.0515441962650844,0.6290178571428572,0.6284769554981029,0.6290178571428572,0.628391614918819
99,1.0410311026232584,0.6372767857142857,0.6377184071172867,0.6372767857142857,0.6371921131673418
100,1.0368752258164542,0.6344866071428571,0.6351925085094869,0.6344866071428571,0.6344314136363532
