epoch,loss,accuracy,precision,recall,f1,lr
1,1.8181690675871713,0.5323660714285714,0.5459491073110107,0.5323660714285714,0.5339189573824737,0.001
2,1.1509935642991747,0.7006696428571428,0.7000546887311985,0.7006696428571428,0.6997774080343583,0.001
3,0.9589025574071067,0.7303571428571428,0.7297788789746816,0.7303571428571428,0.729508267566527,0.001
4,0.882690748998097,0.7478794642857143,0.7473531833982655,0.7478794642857143,0.7472730466561213,0.001
5,0.8345370198999132,0.7540178571428572,0.7536006355553317,0.7540178571428572,0.7533660564196523,0.001
6,0.792068954876491,0.7569196428571429,0.7575236553167354,0.7569196428571429,0.7567934223373098,0.001
7,0.7609527485711234,0.7694196428571428,0.769263998811939,0.7694196428571428,0.7690665173904642,0.001
8,0.7388449915817805,0.7731026785714286,0.7733070624870368,0.7731026785714286,0.7729473303419063,0.001
9,0.7199534603527614,0.7779017857142857,0.7775930662932865,0.7779017857142857,0.7775518537459275,0.001
10,0.7082630148955754,0.7777901785714286,0.777768630555692,0.7777901785714286,0.7775832720661213,0.001
11,0.6887479305267334,0.7852678571428572,0.7849157169860421,0.7852678571428572,0.7849511221303342,0.001
12,0.6760300836392812,0.7856026785714286,0.7861442472096627,0.7856026785714286,0.7855970785815001,0.001
13,0.6787398023264749,0.7873883928571429,0.7870093056703701,0.7873883928571429,0.786977585497919,0.001
14,0.6644905550139291,0.7908482142857143,0.7910034599532011,0.7908482142857143,0.7907321455070621,0.001
15,0.6626741869109017,0.7868303571428571,0.7860775408895374,0.7868303571428571,0.7862169922679424,0.001
16,0.6480610038552965,0.7908482142857143,0.7905763075688997,0.7908482142857143,0.7904978426933871,0.001
17,0.6471060539994921,0.7947544642857143,0.7942567359045174,0.7947544642857143,0.7942922292644268,0.001
18,0.6406007472957883,0.7930803571428572,0.7927004519495764,0.7930803571428572,0.7927941972770749,0.001
19,0.6323326885700226,0.7948660714285715,0.7944144508022096,0.7948660714285715,0.7944014137793922,0.001
20,0.6327595404216222,0.7950892857142857,0.7949956657966677,0.7950892857142857,0.7949113924375538,0.001
21,0.6194712315286909,0.7988839285714285,0.7986892507821541,0.7988839285714285,0.7986196788129398,0.001
22,0.6206282683781215,0.8006696428571428,0.8003932763408449,0.8006696428571428,0.8003216420844175,0.001
23,0.6037623882293701,0.8063616071428571,0.8059074600967397,0.8063616071428571,0.8060389629477563,0.001
24,0.5964717839445387,0.8061383928571428,0.8061717951453927,0.8061383928571428,0.8059909990354549,0.001
25,0.5889124946934836,0.8055803571428571,0.8052284198027505,0.8055803571428571,0.8053279748022493,0.001
26,0.5925218961068562,0.8033482142857142,0.803182817936631,0.8033482142857142,0.8031550829130323,0.001
27,0.5889228424855641,0.8081473214285714,0.8078191292865713,0.8081473214285714,0.8077896550963711,0.001
28,0.5864044125591006,0.8126116071428572,0.8128406612269451,0.8126116071428572,0.8126532908031439,0.001
29,0.5846322523696083,0.8035714285714286,0.8033478630258122,0.8035714285714286,0.8033443748721679,0.001
30,0.5849138532366072,0.8099330357142858,0.8101116213663766,0.8099330357142858,0.809859020941461,0.001
31,0.5856736149106707,0.8066964285714285,0.8067275517233073,0.8066964285714285,0.806589067894242,0.001
32,0.5809313378163746,0.8063616071428571,0.8064115288360464,0.8063616071428571,0.8063173073252076,0.001
33,0.5770465114286968,0.8052455357142857,0.8048723452140194,0.8052455357142857,0.8048654647094265,0.001
34,0.5746221337999616,0.8114955357142857,0.8113347757711894,0.8114955357142857,0.811299848384152,0.001
35,0.5752303915364402,0.8082589285714286,0.8082881842148651,0.8082589285714286,0.8080092207968016,0.001
36,0.5741710220064435,0.8108258928571429,0.8111203682371737,0.8108258928571429,0.8108331124007817,0.001
37,0.575662619301251,0.8090401785714286,0.808685638708582,0.8090401785714286,0.8086958026239764,0.001
38,0.5669441687209266,0.8114955357142857,0.8112080359640942,0.8114955357142857,0.8112379283831089,0.001
39,0.5643190630844661,0.81484375,0.8148185642731804,0.81484375,0.8146719719764887,0.001
40,0.5815274008682796,0.8107142857142857,0.8107375936925635,0.8107142857142857,0.8106127684878588,0.001
41,0.5654526957443782,0.8126116071428572,0.8125451870225393,0.8126116071428572,0.8125033323450387,0.001
42,0.5661400692803519,0.815625,0.8155066643022135,0.815625,0.8154488786660117,0.001
43,0.5654739771570478,0.8166294642857143,0.8161892618974572,0.8166294642857143,0.8162505043187339,0.001
44,0.5662851469857352,0.8102678571428571,0.8101372072585922,0.8102678571428571,0.810040990485045,0.001
45,0.5549535568271364,0.8126116071428572,0.8121825260406422,0.8126116071428572,0.8122650112340495,0.001
46,0.5633873411587307,0.8112723214285714,0.8109874249409617,0.8112723214285714,0.8109734103037707,0.001
47,0.5608832844666072,0.8114955357142857,0.8117981248572933,0.8114955357142857,0.811563418802579,0.001
48,0.5633585201842445,0.8145089285714285,0.8147054702667464,0.8145089285714285,0.8145547349785475,0.001
49,0.5490719705820084,0.8147321428571429,0.8144000403128787,0.8147321428571429,0.814511223443912,0.001
50,0.5658303133078983,0.8109375,0.8110690824335127,0.8109375,0.8109065650987647,0.001
51,0.5569595238992147,0.8160714285714286,0.8156784181872224,0.8160714285714286,0.8157674470679366,0.001
52,0.5553029303039824,0.8147321428571429,0.8145579974596174,0.8147321428571429,0.8145784826399888,0.001
53,0.5418653888361794,0.8180803571428571,0.8182867704576146,0.8180803571428571,0.8180822617885675,0.001
54,0.5550518934215818,0.8087053571428572,0.8085445406139619,0.8087053571428572,0.8084996426413642,0.001
55,0.5582669935056142,0.8131696428571429,0.8124856215893438,0.8131696428571429,0.8127307413377532,0.001
56,0.5573735509599959,0.8111607142857142,0.8112540899409288,0.8111607142857142,0.8111070392247595,0.001
57,0.5579711709703717,0.8142857142857143,0.8145836927037476,0.8142857142857143,0.8142749019672401,0.001
